# of indices,	 # of gens,	 # of pop,	 sample size,	 mutation chance,	 avgTime,	 netTime
1,	 2000,	 500,	 200,	 70, 0.005621,	 1.124156
1,	 2000,	 500,	 200,	 71, 0.006146,	 1.229139
1,	 2000,	 500,	 200,	 72, 0.006308,	 1.261551
1,	 2000,	 500,	 200,	 73, 0.012483,	 2.496620
1,	 2000,	 500,	 200,	 74, 0.005336,	 1.067274
1,	 2000,	 500,	 200,	 75, 0.004784,	 0.956800
1,	 2000,	 500,	 200,	 76, 0.005403,	 1.080666
1,	 2000,	 500,	 200,	 77, 0.005060,	 1.012023
1,	 2000,	 500,	 200,	 78, 0.005294,	 1.058782
1,	 2000,	 500,	 200,	 79, 0.005550,	 1.110068
1,	 2000,	 500,	 200,	 80, 0.004207,	 0.841400
1,	 2000,	 500,	 200,	 81, 0.004823,	 0.964510
1,	 2000,	 500,	 200,	 82, 0.003951,	 0.790257
1,	 2000,	 500,	 200,	 83, 0.003783,	 0.756511
1,	 2000,	 500,	 200,	 84, 0.005271,	 1.054299
1,	 2000,	 500,	 200,	 85, 0.005310,	 1.062031
1,	 2000,	 500,	 200,	 86, 0.005161,	 1.032223
1,	 2000,	 500,	 200,	 87, 0.004625,	 0.925097
1,	 2000,	 500,	 200,	 88, 0.004477,	 0.895338
1,	 2000,	 500,	 200,	 89, 0.004748,	 0.949565
1,	 2000,	 500,	 200,	 90, 0.004570,	 0.914090
1,	 2000,	 500,	 200,	 91, 0.003974,	 0.794785
1,	 2000,	 500,	 200,	 92, 0.004069,	 0.813895
1,	 2000,	 500,	 200,	 93, 0.004247,	 0.849437
1,	 2000,	 500,	 200,	 94, 0.003329,	 0.665746
1,	 2000,	 500,	 200,	 95, 0.003875,	 0.775019
1,	 2000,	 500,	 200,	 96, 0.004025,	 0.805029
1,	 2000,	 500,	 200,	 97, 0.004902,	 0.980328
1,	 2000,	 500,	 200,	 98, 0.004069,	 0.813870
1,	 2000,	 500,	 200,	 99, 0.004249,	 0.849814
