# of indices,	 # of gens,	 # of pop,	 sample size,	 mutation chance,	 avgTime,	 netTime
1,	 2000,	 500,	 50,	 80, 0.005077,	 0.253830
1,	 2000,	 500,	 50,	 81, 0.006034,	 0.301708
1,	 2000,	 500,	 50,	 82, 0.003972,	 0.198578
1,	 2000,	 500,	 50,	 83, 0.003949,	 0.197469
1,	 2000,	 500,	 50,	 84, 0.004854,	 0.242716
1,	 2000,	 500,	 50,	 85, 0.007541,	 0.377052
1,	 2000,	 500,	 50,	 86, 0.004548,	 0.227412
1,	 2000,	 500,	 50,	 87, 0.004784,	 0.239199
1,	 2000,	 500,	 50,	 88, 0.004197,	 0.209868
1,	 2000,	 500,	 50,	 89, 0.003183,	 0.159132
1,	 2000,	 500,	 50,	 90, 0.004349,	 0.217428
1,	 2000,	 500,	 50,	 91, 0.003175,	 0.158758
1,	 2000,	 500,	 50,	 92, 0.004317,	 0.215854
1,	 2000,	 500,	 50,	 93, 0.004583,	 0.229147
1,	 2000,	 500,	 50,	 94, 0.003698,	 0.184911
1,	 2000,	 500,	 50,	 95, 0.004068,	 0.203394
1,	 2000,	 500,	 50,	 96, 0.004721,	 0.236057
1,	 2000,	 500,	 50,	 97, 0.003222,	 0.161087
1,	 2000,	 500,	 50,	 98, 0.002533,	 0.126660
1,	 2000,	 500,	 50,	 99, 0.002927,	 0.146342
